2022-11-10 05:26:11.143 [http-bio-8080-exec-1] INFO  BcosSDK() - create BcosSDK, configPath: /home/thuwu/IdeaProjects/demo1/target/classes/applicationContext.toml
2022-11-10 05:26:11.337 [http-bio-8080-exec-1] INFO  ConnectionManager() -  all connections, size: 2, list: [ConnectionInfo{host='127.0.0.1', port=20200}, ConnectionInfo{host='127.0.0.1', port=20201}]
2022-11-10 05:26:11.337 [http-bio-8080-exec-1] INFO  NetworkImp() - 
* TRACE INFORMATION:
----------------------------
====> STEP1: try to connect nodes with ecdsa context...

2022-11-10 05:26:11.338 [http-bio-8080-exec-1] INFO  NetworkImp() - ====> <==== STEP1-1: Load certificates for ecdsa context success..., start connManager with ECDSA sslContext
2022-11-10 05:26:11.373 [http-bio-8080-exec-1] INFO  ConnectionManager() -  build ECDSA ssl context with configured certificates 
2022-11-10 05:26:11.883 [http-bio-8080-exec-1] ERROR ConnectionManager() - connect to 127.0.0.1:20200 failed! Please make sure the nodes have been started, and the network between the SDK and the nodes are connected normally.reason: 拒绝连接: /127.0.0.1:20200
, cause: 拒绝连接: /127.0.0.1:20200
2022-11-10 05:26:11.885 [http-bio-8080-exec-1] ERROR ConnectionManager() - connect to 127.0.0.1:20201 failed! Please make sure the nodes have been started, and the network between the SDK and the nodes are connected normally.reason: 拒绝连接: /127.0.0.1:20201
, cause: 拒绝连接: /127.0.0.1:20201
2022-11-10 05:26:11.886 [http-bio-8080-exec-1] ERROR ConnectionManager() -  all connections have failed, [{"code":2, "msg":"connect to 127.0.0.1:20200 failed! Please make sure the nodes have been started, and the network between the SDK and the nodes are connected normally.reason: 拒绝连接: /127.0.0.1:20200
"}, {"code":2, "msg":"connect to 127.0.0.1:20201 failed! Please make sure the nodes have been started, and the network between the SDK and the nodes are connected normally.reason: 拒绝连接: /127.0.0.1:20201
"}] 
2022-11-10 05:26:11.886 [http-bio-8080-exec-1] WARN  NetworkImp() - <==== connect nodes failed, reason:
Failed to connect to all the nodes!
* connect to 127.0.0.1:20200 failed! Please make sure the nodes have been started, and the network between the SDK and the nodes are connected normally.reason: 拒绝连接: /127.0.0.1:20200

* connect to 127.0.0.1:20201 failed! Please make sure the nodes have been started, and the network between the SDK and the nodes are connected normally.reason: 拒绝连接: /127.0.0.1:20201


2022-11-10 05:26:13.918 [http-bio-8080-exec-1] INFO  ConnectionManager() - The netty has been stopped
2022-11-10 05:26:13.918 [http-bio-8080-exec-1] ERROR ChannelImp() - ====> init channel network error, org.fisco.bcos.sdk.network.NetworkException: 
* TRACE INFORMATION:
----------------------------
====> STEP1: try to connect nodes with ecdsa context...
<==== STEP1-1: Load certificates for ecdsa context success...
<==== connect nodes failed, reason:
Failed to connect to all the nodes!
* connect to 127.0.0.1:20200 failed! Please make sure the nodes have been started, and the network between the SDK and the nodes are connected normally.reason: 拒绝连接: /127.0.0.1:20200

* connect to 127.0.0.1:20201 failed! Please make sure the nodes have been started, and the network between the SDK and the nodes are connected normally.reason: 拒绝连接: /127.0.0.1:20201
	at sun.security.ssl.X509TrustManagerImpl.checkTrusted(X509TrustManagerImpl.java:285) ~[?:?]
	at sun.security.ssl.X509TrustManagerImpl.checkServerTrusted(X509TrustManagerImpl.java:144) ~[?:?]
	at io.netty.handler.ssl.ReferenceCountedOpenSslClientContext$ExtendedTrustManagerVerifyCallback.verify(ReferenceCountedOpenSslClientContext.java:255) ~[netty-handler-4.1.50.Final.jar:4.1.50.Final]
	at io.netty.handler.ssl.ReferenceCountedOpenSslContext$AbstractCertificateVerifier.verify(ReferenceCountedOpenSslContext.java:701) ~[netty-handler-4.1.50.Final.jar:4.1.50.Final]
	at io.netty.internal.tcnative.SSL.readFromSSL(Native Method) ~[tcnative-2.0.51.0.jar:?]
	at io.netty.handler.ssl.ReferenceCountedOpenSslEngine.readPlaintextData(ReferenceCountedOpenSslEngine.java:596) ~[netty-handler-4.1.50.Final.jar:4.1.50.Final]
	at io.netty.handler.ssl.ReferenceCountedOpenSslEngine.unwrap(ReferenceCountedOpenSslEngine.java:1181) ~[netty-handler-4.1.50.Final.jar:4.1.50.Final]
	at io.netty.handler.ssl.ReferenceCountedOpenSslEngine.unwrap(ReferenceCountedOpenSslEngine.java:1298) ~[netty-handler-4.1.50.Final.jar:4.1.50.Final]
	at io.netty.handler.ssl.ReferenceCountedOpenSslEngine.unwrap(ReferenceCountedOpenSslEngine.java:1341) ~[netty-handler-4.1.50.Final.jar:4.1.50.Final]
	at io.netty.handler.ssl.SslHandler$SslEngineType$1.unwrap(SslHandler.java:206) ~[netty-handler-4.1.50.Final.jar:4.1.50.Final]
	at io.netty.handler.ssl.SslHandler.unwrap(SslHandler.java:1372) ~[netty-handler-4.1.50.Final.jar:4.1.50.Final]
	at io.netty.handler.ssl.SslHandler.decodeNonJdkCompatible(SslHandler.java:1279) ~[netty-handler-4.1.50.Final.jar:4.1.50.Final]
	at io.netty.handler.ssl.SslHandler.decode(SslHandler.java:1316) ~[netty-handler-4.1.50.Final.jar:4.1.50.Final]
	at io.netty.handler.codec.ByteToMessageDecoder.decodeRemovalReentryProtection(ByteToMessageDecoder.java:501) ~[netty-codec-4.1.50.Final.jar:4.1.50.Final]
	at io.netty.handler.codec.ByteToMessageDecoder.callDecode(ByteToMessageDecoder.java:440) ~[netty-codec-4.1.50.Final.jar:4.1.50.Final]
	... 17 more
Caused by: java.security.cert.CertPathValidatorException: Path does not chain with any of the trust anchors
	at sun.security.provider.certpath.PKIXCertPathValidator.validate(PKIXCertPathValidator.java:158) ~[?:?]
	at sun.security.provider.certpath.PKIXCertPathValidator.engineValidate(PKIXCertPathValidator.java:84) ~[?:?]
	at java.security.cert.CertPathValidator.validate(CertPathValidator.java:309) ~[?:?]
	at sun.security.validator.PKIXValidator.doValidate(PKIXValidator.java:344) ~[?:?]
	at sun.security.validator.PKIXValidator.engineValidate(PKIXValidator.java:258) ~[?:?]
	at sun.security.validator.Validator.validate(Validator.java:264) ~[?:?]
	at sun.security.ssl.X509TrustManagerImpl.checkTrusted(X509TrustManagerImpl.java:285) ~[?:?]
	at sun.security.ssl.X509TrustManagerImpl.checkServerTrusted(X509TrustManagerImpl.java:144) ~[?:?]
	at io.netty.handler.ssl.ReferenceCountedOpenSslClientContext$ExtendedTrustManagerVerifyCallback.verify(ReferenceCountedOpenSslClientContext.java:255) ~[netty-handler-4.1.50.Final.jar:4.1.50.Final]
	at io.netty.handler.ssl.ReferenceCountedOpenSslContext$AbstractCertificateVerifier.verify(ReferenceCountedOpenSslContext.java:701) ~[netty-handler-4.1.50.Final.jar:4.1.50.Final]
	at io.netty.internal.tcnative.SSL.readFromSSL(Native Method) ~[tcnative-2.0.51.0.jar:?]
	at io.netty.handler.ssl.ReferenceCountedOpenSslEngine.readPlaintextData(ReferenceCountedOpenSslEngine.java:596) ~[netty-handler-4.1.50.Final.jar:4.1.50.Final]
	at io.netty.handler.ssl.ReferenceCountedOpenSslEngine.unwrap(ReferenceCountedOpenSslEngine.java:1181) ~[netty-handler-4.1.50.Final.jar:4.1.50.Final]
	at io.netty.handler.ssl.ReferenceCountedOpenSslEngine.unwrap(ReferenceCountedOpenSslEngine.java:1298) ~[netty-handler-4.1.50.Final.jar:4.1.50.Final]
	at io.netty.handler.ssl.ReferenceCountedOpenSslEngine.unwrap(ReferenceCountedOpenSslEngine.java:1341) ~[netty-handler-4.1.50.Final.jar:4.1.50.Final]
	at io.netty.handler.ssl.SslHandler$SslEngineType$1.unwrap(SslHandler.java:206) ~[netty-handler-4.1.50.Final.jar:4.1.50.Final]
	at io.netty.handler.ssl.SslHandler.unwrap(SslHandler.java:1372) ~[netty-handler-4.1.50.Final.jar:4.1.50.Final]
	at io.netty.handler.ssl.SslHandler.decodeNonJdkCompatible(SslHandler.java:1279) ~[netty-handler-4.1.50.Final.jar:4.1.50.Final]
	at io.netty.handler.ssl.SslHandler.decode(SslHandler.java:1316) ~[netty-handler-4.1.50.Final.jar:4.1.50.Final]
	at io.netty.handler.codec.ByteToMessageDecoder.decodeRemovalReentryProtection(ByteToMessageDecoder.java:501) ~[netty-codec-4.1.50.Final.jar:4.1.50.Final]
	at io.netty.handler.codec.ByteToMessageDecoder.callDecode(ByteToMessageDecoder.java:440) ~[netty-codec-4.1.50.Final.jar:4.1.50.Final]
	... 17 more
2022-11-10 05:27:56.678 [nioEventLoopGroup-3-1] INFO  ChannelHandler() -  ssl close completion event, host: 127.0.0.1, port: 20200, ctx: 1144037613 
2022-11-10 05:27:56.678 [http-bio-8080-exec-2] INFO  ConfigProperty() - Load config from /home/thuwu/IdeaProjects/demo1/target/classes/conf/gm/gmca.crt failed, trying to load from the resourcePath /home/thuwu/IdeaProjects/demo1/target/classes/
2022-11-10 05:27:56.680 [http-bio-8080-exec-2] INFO  ConfigProperty() - Load config from /home/thuwu/IdeaProjects/demo1/target/classes/conf/gm/gmsdk.crt failed, trying to load from the resourcePath /home/thuwu/IdeaProjects/demo1/target/classes/
2022-11-10 05:27:56.680 [http-bio-8080-exec-2] INFO  ConfigProperty() - Load config from /home/thuwu/IdeaProjects/demo1/target/classes/conf/gm/gmsdk.key failed, trying to load from the resourcePath /home/thuwu/IdeaProjects/demo1/target/classes/
2022-11-10 05:27:56.680 [http-bio-8080-exec-2] INFO  ConfigProperty() - Load config from /home/thuwu/IdeaProjects/demo1/target/classes/conf/gm/gmensdk.crt failed, trying to load from the resourcePath /home/thuwu/IdeaProjects/demo1/target/classes/
2022-11-10 05:27:56.681 [http-bio-8080-exec-2] INFO  ConfigProperty() - Load config from /home/thuwu/IdeaProjects/demo1/target/classes/conf/gm/gmensdk.key failed, trying to load from the resourcePath /home/thuwu/IdeaProjects/demo1/target/classes/
2022-11-10 05:27:58.704 [http-bio-8080-exec-2] INFO  ConnectionManager() - The netty has been stopped
2022-11-10 05:27:58.704 [http-bio-8080-exec-2] INFO  NetworkImp() - ----------------------------
====> STEP2: connect nodes with ecdsa context failed, try to connect nodes with sm-context...
2022-11-10 05:27:58.705 [http-bio-8080-exec-2] INFO  ConfigProperty() - Load config from /home/thuwu/IdeaProjects/demo1/target/classes/conf/gm/gmca.crt failed, trying to load from the resourcePath /home/thuwu/IdeaProjects/demo1/target/classes/
2022-11-10 05:27:58.706 [http-bio-8080-exec-2] INFO  ConfigProperty() - Load config from /home/thuwu/IdeaProjects/demo1/target/classes/conf/gm/gmsdk.crt failed, trying to load from the resourcePath /home/thuwu/IdeaProjects/demo1/target/classes/
2022-11-10 05:27:58.706 [http-bio-8080-exec-2] INFO  ConfigProperty() - Load config from /home/thuwu/IdeaProjects/demo1/target/classes/conf/gm/gmsdk.key failed, trying to load from the resourcePath /home/thuwu/IdeaProjects/demo1/target/classes/
2022-11-10 05:27:58.707 [http-bio-8080-exec-2] INFO  ConfigProperty() - Load config from /home/thuwu/IdeaProjects/demo1/target/classes/conf/gm/gmensdk.crt failed, trying to load from the resourcePath /home/thuwu/IdeaProjects/demo1/target/classes/
2022-11-10 05:27:58.708 [http-bio-8080-exec-2] INFO  ConfigProperty() - Load config from /home/thuwu/IdeaProjects/demo1/target/classes/conf/gm/gmensdk.key failed, trying to load from the resourcePath /home/thuwu/IdeaProjects/demo1/target/classes/
2022-11-10 05:27:58.708 [http-bio-8080-exec-2] WARN  NetworkImp() - <==== STEP2 Result: connect with sm context failed for cert missing.
* Missed certificates: 
[/home/thuwu/IdeaProjects/demo1/target/classes/conf/gm/gmca.crt,/home/thuwu/IdeaProjects/demo1/target/classes/conf/gm/gmsdk.crt,/home/thuwu/IdeaProjects/demo1/target/classes/conf/gm/gmsdk.key,/home/thuwu/IdeaProjects/demo1/target/classes/conf/gm/gmensdk.key,/home/thuwu/IdeaProjects/demo1/target/classes/conf/gm/gmensdk.crt,]
currentPath: /home/thuwu/IdeaProjects/demo1
----------------------------
<====> Error: try to connect nodes with both ecdsa and sm context failed <====>
<====>[1;31m Please refer to github issue: https://github.com/FISCO-BCOS/java-sdk/issues/536 [0m
<====>[1;31m Please refer to fisco-docs: https://fisco-bcos-documentation.readthedocs.io/zh_CN/latest/docs/faq/connect.html [0m
----------------------------
* FISCO BCOS Java SDK Version: 2.9.1
* Support secp256k1 : true
* Java Version : 13
* JDK Disabled NamedCurves : null
* JDK DisableNative Option : false
* OS Name : Linux
* OS Arch : amd64
* OS Version : 5.4.0-131-generic
* JVM Version : 13+33
* JVM Vendor : Oracle Corporation
* JVM Vendor URL : https://java.oracle.com/

2022-11-10 05:27:58.708 [http-bio-8080-exec-2] ERROR ChannelImp() - ====> init channel network error, org.fisco.bcos.sdk.network.NetworkException: 
* TRACE INFORMATION:
----------------------------
====> STEP1: try to connect nodes with ecdsa context...
<==== STEP1-1: Load certificates for ecdsa context success...
<==== STEP1 Result: try to connect nodes with ecdsa context failed. reason:
Failed to connect to all the nodes!
* ssl handshake failed:/127.0.0.1:20200
 reason: General OpenSslEngine problem. Please make sure the certificate are correctly configured and copied.
* ssl handshake failed:/127.0.0.1:20201
 reason: General OpenSslEngine problem. Please make sure the certificate are correctly configured and copied.

----------------------------
====> STEP2: connect nodes with ecdsa context failed, try to connect nodes with sm-context...
<==== STEP2 Result: connect with sm context failed for cert missing.
* Missed certificates: 
[/home/thuwu/IdeaProjects/demo1/target/classes/conf/gm/gmca.crt,/home/thuwu/IdeaProjects/demo1/target/classes/conf/gm/gmsdk.crt,/home/thuwu/IdeaProjects/demo1/target/classes/conf/gm/gmsdk.key,/home/thuwu/IdeaProjects/demo1/target/classes/conf/gm/gmensdk.key,/home/thuwu/IdeaProjects/demo1/target/classes/conf/gm/gmensdk.crt,]
currentPath: /home/thuwu/IdeaProjects/demo1
----------------------------
<====> Error: try to connect nodes with both ecdsa and sm context failed <====>
<====>[1;31m Please refer to github issue: https://github.com/FISCO-BCOS/java-sdk/issues/536 [0m
<====>[1;31m Please refer to fisco-docs: https://fisco-bcos-documentation.readthedocs.io/zh_CN/latest/docs/faq/connect.html [0m
----------------------------
* FISCO BCOS Java SDK Version: 2.9.1
* Support secp256k1 : true
* Java Version : 13
* JDK Disabled NamedCurves : null
* JDK DisableNative Option : false
* OS Name : Linux
* OS Arch : amd64
* OS Version : 5.4.0-131-generic
* JVM Version : 13+33
* JVM Vendor : Oracle Corporation
* JVM Vendor URL : https://java.oracle.com/

 
2022-11-10 05:27:58.708 [http-bio-8080-exec-2] WARN  ChannelImp() - The channel has already been stopped!
2022-11-10 05:28:19.689 [http-bio-8080-exec-1] INFO  BcosSDK() - create BcosSDK, configPath: /home/thuwu/IdeaProjects/demo1/target/classes/applicationContext.toml
2022-11-10 05:28:19.811 [http-bio-8080-exec-1] INFO  ConnectionManager() -  all connections, size: 2, list: [ConnectionInfo{host='127.0.0.1', port=20200}, ConnectionInfo{host='127.0.0.1', port=20201}]
2022-11-10 05:28:19.812 [http-bio-8080-exec-1] INFO  NetworkImp() - 
* TRACE INFORMATION:
----------------------------
====> STEP1: try to connect nodes with ecdsa context...

2022-11-10 05:28:19.812 [http-bio-8080-exec-1] INFO  NetworkImp() - ====> <==== STEP1-1: Load certificates for ecdsa context success..., start connManager with ECDSA sslContext
2022-11-10 05:28:19.837 [http-bio-8080-exec-1] INFO  ConnectionManager() -  build ECDSA ssl context with configured certificates 
2022-11-10 05:28:20.192 [http-bio-8080-exec-1] INFO  ConnectionManager() -  ssl handshake success 127.0.0.1:20200
2022-11-10 05:28:20.192 [http-bio-8080-exec-1] INFO  ConnectionManager() -  ssl handshake success 127.0.0.1:20201
2022-11-10 05:28:20.193 [nioEventLoopGroup-2-2] INFO  ChannelHandler() -  handshake success, host: 127.0.0.1, port: 20201, ctx: 446400997
2022-11-10 05:28:20.193 [nioEventLoopGroup-2-1] INFO  ChannelHandler() -  handshake success, host: 127.0.0.1, port: 20200, ctx: 1881175526
2022-11-10 05:28:20.263 [nioEventLoopGroup-2-1] INFO  ChannelImp() -  node: ClientVersion{version='2.9.1', supportedVersion='2.9.1', chainId='1', buildTime='20220922 08:57:35', buildType='Linux/g++/Release', gitBranch='HEAD', gitCommitHash='83a87ad749475c0edcc6d5ce2dabd328a36d3bae'}, content: {"id":0,"jsonrpc":"2.0","result":{"Build Time":"20220922 08:57:35","Build Type":"Linux/g++/Release","Chain Id":"1","FISCO-BCOS Version":"2.9.1","Git Branch":"HEAD","Git Commit Hash":"83a87ad749475c0edcc6d5ce2dabd328a36d3bae","Supported Version":"2.9.1"}}

2022-11-10 05:28:20.263 [nioEventLoopGroup-2-2] INFO  ChannelImp() -  node: ClientVersion{version='2.9.1', supportedVersion='2.9.1', chainId='1', buildTime='20220922 08:57:35', buildType='Linux/g++/Release', gitBranch='HEAD', gitCommitHash='83a87ad749475c0edcc6d5ce2dabd328a36d3bae'}, content: {"id":1,"jsonrpc":"2.0","result":{"Build Time":"20220922 08:57:35","Build Type":"Linux/g++/Release","Chain Id":"1","FISCO-BCOS Version":"2.9.1","Git Branch":"HEAD","Git Commit Hash":"83a87ad749475c0edcc6d5ce2dabd328a36d3bae","Supported Version":"2.9.1"}}

2022-11-10 05:28:20.264 [nioEventLoopGroup-2-2] INFO  ChannelImp() -  support channel handshake node
2022-11-10 05:28:20.264 [nioEventLoopGroup-2-1] INFO  ChannelImp() -  support channel handshake node
2022-11-10 05:28:20.268 [nioEventLoopGroup-2-1] INFO  ChannelImp() -  channel protocol handshake success, set socket channel protocol, host: 127.0.0.1:20200, channel protocol: ChannelProtocol [protocol=3, nodeVersion=2.9.1, EnumProtocol=VERSION_3]
2022-11-10 05:28:20.268 [nioEventLoopGroup-2-2] INFO  ChannelImp() -  channel protocol handshake success, set socket channel protocol, host: 127.0.0.1:20201, channel protocol: ChannelProtocol [protocol=3, nodeVersion=2.9.1, EnumProtocol=VERSION_3]
2022-11-10 05:28:20.286 [http-bio-8080-exec-1] INFO  ChannelImp() -  Connect to  nodes: 127.0.0.1:20200, 127.0.0.1:20201, 
2022-11-10 05:28:20.287 [http-bio-8080-exec-1] INFO  BcosSDK() - create BcosSDK, start channel success, cryptoType: 0
2022-11-10 05:28:20.292 [http-bio-8080-exec-1] INFO  BcosSDK() - create BcosSDK, start channel succ, channelProcessorThreadSize: 8, receiptProcessorThreadSize: 8
2022-11-10 05:28:20.304 [http-bio-8080-exec-1] INFO  GroupManagerServiceImpl() - registerBlockNumberNotifyHandler
2022-11-10 05:28:20.306 [http-bio-8080-exec-1] INFO  GroupManagerServiceImpl() - registerTransactionNotifyHandler
2022-11-10 05:28:20.331 [http-bio-8080-exec-1] INFO  BcosSDK() - create BcosSDK, create groupManagerService success
2022-11-10 05:28:21.046 [http-bio-8080-exec-1] INFO  AmopImp() - update subscribe inform 2 peers
2022-11-10 05:28:21.051 [http-bio-8080-exec-1] INFO  AmopImp() - update subscribe inform 2 peers
2022-11-10 05:28:21.051 [http-bio-8080-exec-1] INFO  AmopImp() - amop module started
2022-11-10 05:28:21.051 [http-bio-8080-exec-1] INFO  AmopImp() - update subscribe inform 2 peers
2022-11-10 05:28:21.052 [http-bio-8080-exec-1] INFO  BcosSDK() - create BcosSDK, create Amop success
2022-11-10 05:28:21.086 [http-bio-8080-exec-1] INFO  Client() - build client success for group 1, crypto type 0
2022-11-10 05:28:21.086 [http-bio-8080-exec-1] INFO  BcosSDK() - create client for group 1 success
2022-11-10 05:28:21.112 [pool-9-thread-1] INFO  EventSubscribeImp() - Resend waiting filters, size: 0
2022-11-10 05:28:31.111 [pool-9-thread-1] INFO  EventSubscribeImp() - Resend waiting filters, size: 0
2022-11-10 05:28:41.111 [pool-9-thread-1] INFO  EventSubscribeImp() - Resend waiting filters, size: 0
2022-11-10 05:28:51.112 [pool-9-thread-1] INFO  EventSubscribeImp() - Resend waiting filters, size: 0
2022-11-10 05:29:01.112 [pool-9-thread-1] INFO  EventSubscribeImp() - Resend waiting filters, size: 0
2022-11-10 05:29:11.112 [pool-9-thread-1] INFO  EventSubscribeImp() - Resend waiting filters, size: 0
2022-11-10 05:29:21.112 [pool-9-thread-1] INFO  EventSubscribeImp() - Resend waiting filters, size: 0
2022-11-10 05:29:31.111 [pool-9-thread-1] INFO  EventSubscribeImp() - Resend waiting filters, size: 0
2022-11-10 05:29:41.112 [pool-9-thread-1] INFO  EventSubscribeImp() - Resend waiting filters, size: 0
2022-11-10 05:29:51.111 [pool-9-thread-1] INFO  EventSubscribeImp() - Resend waiting filters, size: 0
2022-11-10 05:30:01.111 [pool-9-thread-1] INFO  EventSubscribeImp() - Resend waiting filters, size: 0
2022-11-10 05:30:09.070 [http-bio-8080-exec-3] INFO  BcosSDK() - create BcosSDK, configPath: /home/thuwu/IdeaProjects/demo1/target/classes/applicationContext.toml
2022-11-10 05:30:09.071 [http-bio-8080-exec-3] INFO  ConnectionManager() -  all connections, size: 2, list: [ConnectionInfo{host='127.0.0.1', port=20200}, ConnectionInfo{host='127.0.0.1', port=20201}]
2022-11-10 05:30:09.071 [http-bio-8080-exec-3] INFO  NetworkImp() - 
* TRACE INFORMATION:
----------------------------
====> STEP1: try to connect nodes with ecdsa context...

2022-11-10 05:30:09.071 [http-bio-8080-exec-3] INFO  NetworkImp() - ====> <==== STEP1-1: Load certificates for ecdsa context success..., start connManager with ECDSA sslContext
2022-11-10 05:30:09.074 [http-bio-8080-exec-3] INFO  ConnectionManager() -  build ECDSA ssl context with configured certificates 
2022-11-10 05:30:09.254 [nioEventLoopGroup-3-2] INFO  ChannelHandler() -  handshake success, host: 127.0.0.1, port: 20201, ctx: 766417494
2022-11-10 05:30:09.254 [http-bio-8080-exec-3] INFO  ConnectionManager() -  ssl handshake success 127.0.0.1:20200
2022-11-10 05:30:09.254 [nioEventLoopGroup-3-1] INFO  ChannelHandler() -  handshake success, host: 127.0.0.1, port: 20200, ctx: 437360820
2022-11-10 05:30:09.254 [http-bio-8080-exec-3] INFO  ConnectionManager() -  ssl handshake success 127.0.0.1:20201
2022-11-10 05:30:09.255 [nioEventLoopGroup-3-2] INFO  ChannelImp() -  node: ClientVersion{version='2.9.1', supportedVersion='2.9.1', chainId='1', buildTime='20220922 08:57:35', buildType='Linux/g++/Release', gitBranch='HEAD', gitCommitHash='83a87ad749475c0edcc6d5ce2dabd328a36d3bae'}, content: {"id":2,"jsonrpc":"2.0","result":{"Build Time":"20220922 08:57:35","Build Type":"Linux/g++/Release","Chain Id":"1","FISCO-BCOS Version":"2.9.1","Git Branch":"HEAD","Git Commit Hash":"83a87ad749475c0edcc6d5ce2dabd328a36d3bae","Supported Version":"2.9.1"}}

2022-11-10 05:30:09.255 [nioEventLoopGroup-3-1] INFO  ChannelImp() -  node: ClientVersion{version='2.9.1', supportedVersion='2.9.1', chainId='1', buildTime='20220922 08:57:35', buildType='Linux/g++/Release', gitBranch='HEAD', gitCommitHash='83a87ad749475c0edcc6d5ce2dabd328a36d3bae'}, content: {"id":3,"jsonrpc":"2.0","result":{"Build Time":"20220922 08:57:35","Build Type":"Linux/g++/Release","Chain Id":"1","FISCO-BCOS Version":"2.9.1","Git Branch":"HEAD","Git Commit Hash":"83a87ad749475c0edcc6d5ce2dabd328a36d3bae","Supported Version":"2.9.1"}}

2022-11-10 05:30:09.255 [nioEventLoopGroup-3-2] INFO  ChannelImp() -  support channel handshake node
2022-11-10 05:30:09.255 [nioEventLoopGroup-3-1] INFO  ChannelImp() -  support channel handshake node
2022-11-10 05:30:09.256 [nioEventLoopGroup-3-2] INFO  ChannelImp() -  channel protocol handshake success, set socket channel protocol, host: 127.0.0.1:20201, channel protocol: ChannelProtocol [protocol=3, nodeVersion=2.9.1, EnumProtocol=VERSION_3]
2022-11-10 05:30:09.256 [nioEventLoopGroup-3-1] INFO  ChannelImp() -  channel protocol handshake success, set socket channel protocol, host: 127.0.0.1:20200, channel protocol: ChannelProtocol [protocol=3, nodeVersion=2.9.1, EnumProtocol=VERSION_3]
2022-11-10 05:30:09.285 [http-bio-8080-exec-3] INFO  ChannelImp() -  Connect to  nodes: 127.0.0.1:20200, 127.0.0.1:20201, 
2022-11-10 05:30:09.286 [http-bio-8080-exec-3] INFO  BcosSDK() - create BcosSDK, start channel success, cryptoType: 0
2022-11-10 05:30:09.286 [http-bio-8080-exec-3] INFO  BcosSDK() - create BcosSDK, start channel succ, channelProcessorThreadSize: 8, receiptProcessorThreadSize: 8
2022-11-10 05:30:09.286 [http-bio-8080-exec-3] INFO  GroupManagerServiceImpl() - registerBlockNumberNotifyHandler
2022-11-10 05:30:09.287 [http-bio-8080-exec-3] INFO  GroupManagerServiceImpl() - registerTransactionNotifyHandler
2022-11-10 05:30:09.301 [http-bio-8080-exec-3] INFO  BcosSDK() - create BcosSDK, create groupManagerService success
2022-11-10 05:30:09.353 [http-bio-8080-exec-3] INFO  AmopImp() - update subscribe inform 2 peers
2022-11-10 05:30:09.354 [http-bio-8080-exec-3] INFO  AmopImp() - update subscribe inform 2 peers
2022-11-10 05:30:09.354 [http-bio-8080-exec-3] INFO  AmopImp() - amop module started
2022-11-10 05:30:09.354 [http-bio-8080-exec-3] INFO  AmopImp() - update subscribe inform 2 peers
2022-11-10 05:30:09.354 [http-bio-8080-exec-3] INFO  BcosSDK() - create BcosSDK, create Amop success
2022-11-10 05:30:09.376 [http-bio-8080-exec-3] INFO  Client() - build client success for group 1, crypto type 0
2022-11-10 05:30:09.376 [http-bio-8080-exec-3] INFO  BcosSDK() - create client for group 1 success
2022-11-10 05:30:09.382 [pool-17-thread-1] INFO  EventSubscribeImp() - Resend waiting filters, size: 0
2022-11-10 05:30:11.111 [pool-9-thread-1] INFO  EventSubscribeImp() - Resend waiting filters, size: 0
2022-11-10 05:30:19.382 [pool-17-thread-1] INFO  EventSubscribeImp() - Resend waiting filters, size: 0
2022-11-10 05:30:21.111 [pool-9-thread-1] INFO  EventSubscribeImp() - Resend waiting filters, size: 0
2022-11-10 05:30:29.382 [pool-17-thread-1] INFO  EventSubscribeImp() - Resend waiting filters, size: 0
2022-11-10 05:30:31.112 [pool-9-thread-1] INFO  EventSubscribeImp() - Resend waiting filters, size: 0
2022-11-10 05:30:39.382 [pool-17-thread-1] INFO  EventSubscribeImp() - Resend waiting filters, size: 0
2022-11-10 05:30:41.112 [pool-9-thread-1] INFO  EventSubscribeImp() - Resend waiting filters, size: 0
2022-11-10 05:30:49.382 [pool-17-thread-1] INFO  EventSubscribeImp() - Resend waiting filters, size: 0
2022-11-10 05:30:51.111 [pool-9-thread-1] INFO  EventSubscribeImp() - Resend waiting filters, size: 0
2022-11-10 05:30:59.382 [pool-17-thread-1] INFO  EventSubscribeImp() - Resend waiting filters, size: 0
2022-11-10 05:31:01.112 [pool-9-thread-1] INFO  EventSubscribeImp() - Resend waiting filters, size: 0
2022-11-10 05:31:09.383 [pool-17-thread-1] INFO  EventSubscribeImp() - Resend waiting filters, size: 0
2022-11-10 05:31:11.112 [pool-9-thread-1] INFO  EventSubscribeImp() - Resend waiting filters, size: 0
2022-11-10 05:31:19.382 [pool-17-thread-1] INFO  EventSubscribeImp() - Resend waiting filters, size: 0
2022-11-10 05:31:21.111 [pool-9-thread-1] INFO  EventSubscribeImp() - Resend waiting filters, size: 0
2022-11-10 05:31:29.382 [pool-17-thread-1] INFO  EventSubscribeImp() - Resend waiting filters, size: 0
2022-11-10 05:31:31.111 [pool-9-thread-1] INFO  EventSubscribeImp() - Resend waiting filters, size: 0
2022-11-10 05:31:39.382 [pool-17-thread-1] INFO  EventSubscribeImp() - Resend waiting filters, size: 0
2022-11-10 05:31:41.112 [pool-9-thread-1] INFO  EventSubscribeImp() - Resend waiting filters, size: 0
2022-11-10 05:31:49.382 [pool-17-thread-1] INFO  EventSubscribeImp() - Resend waiting filters, size: 0
2022-11-10 05:31:51.112 [pool-9-thread-1] INFO  EventSubscribeImp() - Resend waiting filters, size: 0
